afid,parent_afid
60004653,60032280
60008574,60032280
60022600,60032280
60002603,60032280
60028226,60032280
60032935,60032280
60008671,60032280
60003342,60032280
60012076,60032280
60010639,60032280
60005850,60032280
60091232,60032280
60007681,60032280
60025189,60032280
60020049,60032280
60011959,60032280
60023249,60032280
60013275,60032280
60022088,60032280
60006631,60032280
60027566,60032280
60010838,60032280
60075868,60032280
60009224,60032280
60016539,60032280
60022541,60032280
60003518,60032280
60002418,60032280
60002722,60032280
60018068,60032280
60002110,60032280
60103638,60032280
60090887,60032280
60026627,60000947
60004835,60000947
60028358,60000947
60017449,60000947
60026215,60027757
60028609,60027757
60074628,60027757
60032668,60027757
60010167,60027757
60102795,60027757
60012417,60027757
60013881,60027757
60102796,60027757
60021847,60027757
60030241,60027757
60032484,60027757
60007060,60027757
60018636,60027757
60023946,60027757
60010243,60027757
60004328,60027757
60019711,60027757
60018020,60027757
60025075,60027757
60025590,60027757
60030926,60027757
60077329,60027757
60022346,60027757
60014567,60027757
60093175,60027757
60001735,60027757
60005925,60027757
60093007,60027757
60032570,60020555
60102522,60020555
60017911,60020555
60033281,60020555
60016254,60020555
60020309,60020555
60077340,60020555
60082598,60020555
60019931,60020555
60032866,60020555
60022206,60020555
60026986,60020555
60004808,60020555
60030340,60020555
60028666,60020555
60013576,60020555
60007355,60020555
60019422,60020555
60015888,60020555
60101770,60020555
60025617,60020555
60015347,60020555
60016509,60024009
60004452,60024009
60011275,60024009
60018671,60024009
60016716,60024009
60082395,60024009
60004378,60027040
60015308,60016459
60000942,60016459
60024782,60016459
100350511,60021439
60104467,60021439
60032890,60021439
60025169,60021439
60004505,60021439
60028217,60021439
60032034,60021439
60000561,60021439
60020995,60009056
60012377,60009056
60022120,60009056
60032464,60009056
60024892,60009056
60074837,60009056
60015647,60009056
60018154,60009056
60011498,60009056
60005396,60009056
60020281,60009056
60008382,60009056
60031458,60009056
60008884,60009056
60004008,60009056
60011973,60009056
60019204,60009056
60101389,60009056
60022296,60009056
60010517,60009056
60017542,60009056
60023281,60009056
60014895,60009056
60033338,60009056
60076979,60009056
60100308,60009056
60090925,60009056
60020158,60009056
60026378,60009056
60107775,60010237
60008780,60010237
60101765,60010237
60029830,60010237
60006720,60031686
60016214,60011347
60002528,60011347
60015699,60011347
60019135,60011347
60009571,60011347
60020347,60011347
60022923,60011347
60032369,60011347
60025564,60011347
60031474,60011347
60027982,60011347
60027343,60011347
60077352,60011347
60024203,60011347
60017892,60011347
60029698,60011347
60022288,60011347
60023385,60011347
60004404,60011347
60103249,60011347
60098645,60011347
60013140,60011347
60017521,60011347
60107274,60011347
60003698,60011347
60016933,60011347
60030877,60011347
60015431,60011347
60006407,60011347
60022775,60011347
60030373,60011347
60010306,60011347
60019045,60011347
60020015,60011347
60019420,60011347
60004189,60011347
60106886,60011347
60013165,60011347
60019404,60011347
60007536,60011347
60020770,60011347
60011075,60011347
60023670,60006037
60024808,60006037
60020137,60006037
60008213,60006037
60000982,60006037
60030692,60006037
60004306,60006037
60021080,60006037
60012563,60006037
60032984,60006037
60013545,60006037
60074728,60006037
60031304,60006037
60006971,60006037
60032651,60006037
60003255,60006037
60028092,60006037
60102318,60006037
60016751,60006037
60024557,60006037
60021412,60006037
60029578,60006037
60077526,60006037
60083522,60006037
60074790,60006037
60094477,60006037
60073941,60006037
60020162,60006037
60005135,60006037
60077297,60006037
60032032,60006037
60012026,60006037
60024146,60006037
60025478,60000716
60025450,60000716
60026020,60000716
60099641,60000716
60122460,60000716
60004141,60000716
60005947,60000716
60083716,60000716
60107455,60000716
60099640,60000716
60019652,60000716
60096269,60014296
60097853,60011342
60010915,60002442
60021667,60002442
60031943,60002442
60101002,60002442
60005940,60027086
60008742,60027086
60019601,60027086
60092571,60027086
60026964,60027086
60029230,60027086
60033096,60027086
60010611,60027086
60025979,60011976
60021148,60010065
60013082,60010065
60023324,60010065
60093837,60010065
60030859,60010065
60021676,60010065
60026551,60010065
60093928,60010065
60001805,60010065
60003165,60010065
60025739,60010065
60020301,60010065
60007834,60010065
60021334,60010065
60077011,60010065
60030728,60010065
60003131,60004862
60002883,60004862
60026956,60004862
60027119,60004862
60026428,60004862
60016083,60004862
60032553,60004862
60010165,60004862
60003652,60024885
60029382,60024885
60026869,60024885
60008515,60024885
60015437,60024885
60013382,60024885
60031189,60024885
60009025,60024885
60013758,60024885
60021809,60024885
60011490,60024885
60013814,60024885
60007682,60024885
60005676,60024885
60006056,60001241
60016096,60001241
60001674,60001241
60010694,60001241
60020310,60001241
60104850,60025038
60104819,60025038
60104820,60025038
60095700,60025038
60121438,60025038
60121458,60025038
60121355,60025038
60033286,60025038
60013468,60025038
60029392,60025038
60072522,60025038
60000000,60014439
60072478,60014439
60086298,60014439
60114420,60014439
60000018,60014439
60022586,60014439
60116863,60014439
60114206,60014439
60003160,60014439
60028407,60014439
60114314,60014439
60023317,60014439
60006322,60007278
60010861,60007278
60030703,60007278
60029346,60007278
60116494,60007278
60007988,60007278
60087034,60027550
60005247,60027550
60016081,60027550
60006511,60027550
60020418,60027550
60014575,60027550
60032023,60027550
60085729,60027550
60023227,60027550
60078126,60027550
60109559,60027550
60102801,60027550
60085730,60027550
60029270,60027550
60032655,60027550
60026999,60027550
60101299,60027550
60121668,60030612
60121563,60030612
60121653,60030612
60121598,60030612
60121660,60030612
60121662,60030612
60121548,60030612
60121686,60030612
60121501,60030612
60024752,60030612
60086300,60030612
60003262,60030612
60116256,60030612
60025135,60030612
60023018,60030612
60001708,60030612
60121568,60030612
60121661,60030612
60121655,60030612
60002974,60030612
60110665,60030612
60014754,60030612
60018246,60030612
60076081,60023691
60001294,60023691
60003214,60023691
60033399,60023691
60014751,60023691
60028203,60023691
60029881,60023691
60030839,60023691
60017805,60023691
60033283,60023691
60006491,60023691
60074643,60023691
60031970,60023691
60094746,60029241
60020760,60029241
60085982,60024941
60094793,60032012
60095612,60032012
60098598,60032012
60005193,60032012
60094794,60032012
60110341,60032012
60008493,60032012
60031203,60032012
60005205,60022144
60083525,60022144
60028609,60029278
60074607,60029278
60074359,60029278
60027147,60029278
60002904,60029278
60013881,60029278
60103005,60029278
60074358,60029278
60117829,60029278
60000460,60029278
60006805,60029278
60007541,60029278
60117853,60029278
60028551,60029278
60117872,60029278
60112748,60029278
60011092,60029278
60009617,60029278
60074721,60029278
60000640,60029278
60020643,60029278
60116313,60025152
60022944,60025152
60017412,60025152
60006064,60000221
60010371,60010307
60001866,60010307
60024491,60010307
60102305,60010307
60010263,60010307
60002393,60010307
60006204,60010307
60030790,60010307
60026901,60010307
60028421,60010307
60031819,60010307
60003900,60010307
60017847,60022659
60000948,60022659
60008122,60022659
60108652,60022659
60000209,60022659
60024223,60022659
60008083,60022659
60007795,60022659
60010267,60022659
60000443,60008609
60031212,60008609
60033256,60023004
60002845,60023004
60033408,60023004
60000546,60023004
60010313,60015404
60018327,60013959
60026237,60013959
60027033,60013959
60075538,60013959
60004181,60013959
60030502,60013959
60032417,60013959
60017574,60013959
60006298,60013959
60019530,60013959
60024153,60013959
60014789,60013959
60008420,60013959
60007567,60013959
60019838,60013959
60021974,60013959
60007929,60013959
60010177,60013959
60077223,60029747
60022612,60029747
60009402,60029747
60023931,60029747
60028290,60029747
60033227,60029747
60014760,60013791
60026636,60013791
60021013,60013791
60008308,60013791
60024412,60013791
60001977,60013791
60019734,60013791
60014920,60013791
60004485,60013791
60018511,60013791
60000218,60013791
60003579,60013791
60018101,60013791
60009516,60013791
60027796,60013791
60024634,60013791
60027443,60013791
60001511,60013791
60029042,60013791
60002807,60013791
60017047,60013791
60116255,60005837
60019245,60005837
60018024,60033389
60015257,60033389
60007412,60033389
60032422,60033389
60016249,60033389
60074347,60027561
60032691,60027561
60023868,60027561
60002639,60027561
60007313,60000745
60110550,60000745
60015096,60000745
60005614,60000745
60110563,60000745
60110549,60000745
60007601,60000745
60005290,60000745
60090931,60024324
60077149,60024324
60025202,60024324
60025526,60024324
60009788,60024324
60026694,60024324
60005521,60024324
60028922,60024324
60032990,60024324
60005469,60024324
60006455,60024324
60000041,60024324
60023595,60024324
60001647,60024324
60091270,60024324
60004431,60015457
60008611,60015457
60007539,60015457
60090952,60015457
60005537,60015457
60003546,60015457
60006917,60015457
60032121,60015457
60021703,60015457
60003791,60015457
60023246,60015457
60007828,60015457
60003693,60015457
60116860,60015457
60019054,60015457
60011884,60015457
60023466,60015457
60012157,60015457
60008476,60015457
60028793,60015457
60026117,60015941
60025173,60015941
60017800,60015941
60029882,60015941
60005392,60015941
60005846,60015941
60020861,60015941
60007360,60015941
60005099,60015941
60008125,60015941
60018177,60015941
60005416,60015941
60007677,60015941
60027155,60015941
60010906,60015941
60020326,60015161
60020544,60020633
60015175,60020633
60029796,60020633
60022286,60020633
60016028,60008279
60003291,60008279
60016317,60008279
60015237,60008279
60099491,60024063
60013894,60024063
60003999,60000986
60017836,60000986
60031468,60000986
60006428,60000986
60027143,60000986
60033168,60000986
60030375,60000986
60004108,60000986
60003089,60000986
60016686,60029251
60027160,60029251
60017287,60029251
60004546,60029251
60109567,60029251
60011484,60029251
60011479,60029251
60009932,60029251
60017510,60029251
60021519,60029251
60076934,60029445
60009362,60029445
60015427,60029445
60015787,60029445
60028932,60029445
60022372,60029445
60031617,60029445
60076954,60029445
60000204,60029445
60076825,60029445
60030576,60029445
60005693,60029445
60013223,60029445
60007191,60029445
60015026,60029445
60009875,60029445
60020255,60029445
60005989,60029445
60008772,60029445
60022682,60029445
60090965,60029445
60000149,60029445
60013794,60010491
106436015,60010491
60005436,60010491
60010594,60010491
60004109,60010491
60028245,60010491
60019350,60010491
60020462,60010491
60030187,60010491
60012585,60006173
60008953,60006173
60024842,60006173
60006864,60006173
60030148,60007056
60020359,60007056
60005622,60022355
109188680,60022355
60018576,60022355
60020702,60022355
60017053,60022355
60030549,60022355
60027586,60022355
60030098,60016261
60027837,60016261
60006153,60016261
60029465,60016261
60005683,60016261
60010699,60016261
60010796,60016261
60031878,60016261
60002960,60016261
60008188,60026306
60014476,60026306
60013771,60026306
60019419,60026306
60031330,60026306
60032146,60026306
60022111,60026306
60003315,60026306
60012709,60026306
60006508,60026306
60019788,60026306
60004312,60026306
60003427,60026306
60024533,60031892
100322391,60031892
60017854,60031892
60032757,60022462
60022919,60022462
60015254,60027646
60021041,60027646
60015436,60027646
60027576,60027646
60004337,60027646
60020389,60027646
60004019,60033021
60025938,60033021
60025943,60033021
60016680,60033021
60001246,60033021
60014805,60033021
60013349,60033021
60030257,60033021
60022693,60033021
60004444,60033021
60032328,60033021
60017284,60022758
60005053,60017717
60030738,60017717
60008749,60017717
60116849,60017717
60093602,60017717
60025111,60017717
60028785,60017717
60002968,60017717
60020469,60017717
60013450,60017717
60002502,60026161
60076633,60026161
60002031,60026161
60015677,60026161
60029888,60026161
60029405,60026161
60014880,60026161
60004479,60026161
60016960,60026161
60019238,60026161
60026455,60024438
60010544,60024438
60091271,60029288
60077110,60021508
60011216,60021508
60004104,60021508
60007259,60021508
60004474,60030931
60007535,60030931
60028633,60030931
60006933,60030931
60116547,60030931
60032997,60030931
60016130,60030931
60012414,60030931
60006259,60030931
60029833,60030931
60076247,60030931
60008258,60030931
60010489,60030931
60008995,60030931
60025572,60012317
60011915,60012317
60073168,60006297
60023009,60006297
60102562,60006297
60030118,60006297
60004517,60006297
60015802,60006297
60102564,60006297
60003711,60006297
60096942,60006297
60102561,60006297
60031115,60006297
60102563,60006297
60022452,60006297
60030105,60015543
60116111,60015543
60029883,60015543
60028778,60015543
60006816,60015543
60024036,60015543
60003742,60015543
60012018,60015543
60005708,60015543
60015377,60015543
60023329,60015543
60001361,60015543
60076322,60015543
60023292,60015543
60026906,60015543
60011835,60015543
60005588,60015543
60004339,60015543
60002430,60015543
60011838,60015543
60002477,60015543
60028131,60015543
60025606,60010806
60021370,60010806
60019843,60010806
60000811,60027165
60097975,60027165
60015966,60027165
60016723,60027165
60009786,60027165
60097958,60027165
60011253,60027165
60007590,60027165
60024746,60027165
60012831,60027165
60097997,60027165
60002745,60014825
60033378,60000705
60030132,60000705
60032129,60000705
60003338,60000705
60024439,60000705
60016563,60000705
60020138,60018179
60027629,60018179
60026333,60018179
60022900,60018179
60024279,60018179
60032070,60018179
60006281,60018179
60011677,60028179
60006563,60028179
60077650,60007740
60029389,60007740
60004803,60007740
60011951,60007740
60023547,60007740
60022531,60007740
60016958,60007740
60033459,60007740
60007945,60007740
60030822,60007740
60020565,60029311
60014349,60029311
60074627,60029311
60019009,60029311
60015400,60029311
60006209,60029311
60015183,60029311
60009207,60029311
60086699,60029311
60026672,60029311
60099658,60029311
60022143,60029311
60013994,60029311
60005801,60029311
60011571,60010494
60001665,60010494
60023205,60007027
60102403,60007027
60030200,60009635
60014451,60002194
60012655,60002194
60018156,60002194
60016512,60002194
60022833,60002194
100325480,60016429
60028617,60016429
60030751,60016429
60016127,60016429
60027971,60016429
60028296,60016429
60000592,60016429
60015661,60016429
60008232,60013372
60116471,60013372
60032211,60013372
60002866,60027512
60010860,60027512
60011339,60027512
60013847,60027512
60021568,60027512
60026167,60027512
60017008,60027512
60003241,60027512
60012516,60027512
60031643,60018573
60019347,60018573
60110914,60015023
60020948,60015023
60019495,60014569
60018998,60014569
60011933,60014569
60031571,60014569
60002707,60014569
60002678,60014569
60017552,60014569
60003810,60014569
60092486,60026695
60075964,60026695
60000323,60026695
60019950,60026695
60014739,60026695
60023586,60013813
60016240,60021624
60077414,60021624
60019851,60025488
60005576,60025488
60016976,60025488
60012445,60025488
60019012,60025488
60031018,60025488
60013699,60025488
60008753,60025488
60011197,60025488
60024978,60025488
60007737,60025488
60013910,60025488
60011781,60025488
60024406,60025488
60014876,60025488
60009742,60009500
60009296,60009500
60025946,60009500
60020021,60009500
60003502,60009500
60031576,60009500
60028003,60009500
60016970,60021918
60116392,60021918
60027539,60021918
60029980,60021918
60029418,60021918
60011886,60021918
60000030,60021918
60030846,60021918
60032396,60021918
60020077,60021918
60116364,60015481
60014462,60015481
60032180,60015481
60001212,60015481
60091926,60015481
60008190,60015481
60012095,60015481
60033293,60015481
60028548,60015481
60011986,60015481
60008032,60015481
60008980,60015481
60006602,60015481
60016643,60015481
60000864,60015481
60091917,60015481
60117193,60029146
60117195,60029146
60117192,60006020
60117196,60007809
60117191,60007809
60117194,60007809
60102579,60032179
60032900,60032179
60001637,60032179
60011940,60032179
60015837,60032179
60001021,60032179
60016534,60032179
60006929,60032179
60117190,60032179
60075797,60032179
60011780,60032179
60006420,60032179
60025553,60032179
60025163,60032179
60018527,60032179
60020596,60032179
60005756,60032179
60014455,60032179
60075719,60032179
60005890,60032179
60002778,60032179
60117197,60019909
60117198,60019909
60117199,60014628
60117206,60014628
60117189,60020686
60117200,60020686
60117188,60007034
60014783,60008827
60010783,60008827
60029249,60008827
60016682,60008827
60019509,60008827
60028324,60008827
60027498,60008827
60009977,60008827
60030268,60018889
60023502,60031706
60018376,60031706
60017861,60001310
60033401,60032173
60015753,60003915
60116489,60003915
60006923,60003915
60032506,60003915
60011566,60003915
60075880,60003915
60018566,60003915
60011078,60003915
60014083,60003915
60076100,60003915
60076111,60003915
60027095,60003915
60032071,60003915
60010235,60003915
60009842,60003915
60010138,60003915
60014604,60003915
60030769,60003915
60010060,60003915
60006475,60003915
60024644,60003915
60029432,60003915
60021068,60003915
60023490,60003915
60024890,60003915
60015422,60031589
60026622,60031589
60026494,60031589
60006231,60031589
60079136,60013155
60085989,60013155
60007742,60031495
60010374,60002476
60020375,60002476
60007733,60002476
60010966,60002476
60027005,60002476
60011337,60002476
60075589,60002476
60009486,60002476
60009475,60002476
60079901,60111821
60007244,60111821
60001445,60016425
60030693,60030223
60005547,60027090
60007206,60027090
60025966,60027090
60017843,60027090
60028515,60027090
60024456,60027090
60032766,60027090
60019299,60027090
60013208,60027090
60093124,60074896
60019433,60087923
60026149,60033114
60026014,60033114
60116537,60033114
60025688,60033114
60031437,60033114
60000001,60012786
60006130,60012786
60019432,60015620
60020625,60024977
60018418,60024977
60020941,60026876
60033375,60016617
60009831,60018208
60017579,60013851
60024914,60010261
60016667,60010261
60031628,60010261
60032010,60010261
60016478,60010261
60074776,60010261
60105336,60010261
60014260,60010261
60116134,60010261
60029607,60010261
60073778,60010261
60074756,60010261
60007852,60010261
60022756,60010261
60006263,60010261
60101958,60010261
60100317,60016167
60033199,60009408
60024663,60009408
60005420,60009408
60018105,60009408
60024328,60009408
60019595,60009408
60101391,60079187
60101390,60079187
60030444,60022502
60011979,60021143
108105471,60021143
60018091,60021143
60013489,60021143
60019423,60021143
60014723,60021143
60020890,60021143
60028388,60021143
60022783,60021143
60022445,60021143
60032591,60021143
60028139,60021143
60028124,60021143
60007688,60021143
60012624,60021143
60109189,60014444
60022503,60010100
60003309,60014611
60030755,60014611
60102399,60000879
60113710,60000879
60004043,60008313
60028398,60008313
60031845,60003631
60074759,60020818
60026774,60020818
60084102,60020818
60028547,60020818
60012680,60017742
60025646,60006796
60020642,60021497
60101130,60027049
60019223,60018939
60032110,60018939
60000920,60018939
60011526,60018939
60007058,60003283
60016404,60003283
60032313,60016631
60019312,60016631
60019049,60016631
60032783,60016631
60000358,60016631
60003022,60016631
60098811,60016631
60027159,60007198
60016293,60112834
60010795,60020069
60020703,60018306
60001358,60017202
60023940,60021113
60094776,60019463
60075272,60075274
60075273,60075274
60025283,60005455
60031817,60005455
60003224,60005455
60004555,60005455
60007280,60005455
60024109,60005455
60029366,60005455
60029854,60005455
60030849,60005455
60015278,60005455
60016052,60005455
60001308,60005455
60017994,60005455
60007879,60005455
60015232,60005455
60013334,60005455
60007555,60028510
60002388,60028510
60027795,60028510
60022826,60028510
60027954,60028510
60031461,60028510
60016750,60028510
60013184,60028510
60005719,60028510
60020481,60028510
60024099,60028510
60025842,60028510
60001641,60028510
60021879,60028510
60017027,60028510
60024139,60112910
60007458,60112910
60074630,60023305
60075508,60023305
